Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2021,1,2020,2020,0.1146315415,Sozialhilfequote,Anteil Sozialhilfeempfänger,19,Kleinhüningen,21,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"11,5%"
2021,1,2020,2020,0.0328556288,Sozialhilfequote,Anteil Sozialhilfeempfänger,20,Riehen,7,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,29%"
2021,1,2020,2020,0.0151898734,Sozialhilfequote,Anteil Sozialhilfeempfänger,30,Bettingen,2,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"1,52%"
2021,1,2020,2020,0.063,Sozialhilfequote,Anteil Sozialhilfeempfänger,99,Kanton Basel-Stadt,14,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"6,3%"
2021,2,2020,2020,0.2955665025,Auslaenderanteil,Anteil Ausländer,1,Altstadt Grossbasel,7,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"29,6%"
2021,2,2020,2020,0.4018617548,Auslaenderanteil,Anteil Ausländer,2,Vorstädte,16,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"40,2%"
2021,2,2020,2020,0.3775033083,Auslaenderanteil,Anteil Ausländer,3,Am Ring,12,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"37,8%"
2021,2,2020,2020,0.3563142194,Auslaenderanteil,Anteil Ausländer,4,Breite,10,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"35,6%"
2021,2,2020,2020,0.3541595636,Auslaenderanteil,Anteil Ausländer,5,St. Alban,9,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"35,4%"
2021,2,2020,2020,0.4002646203,Auslaenderanteil,Anteil Ausländer,6,Gundeldingen,15,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,, 40%
2021,2,2020,2020,0.2504498783,Auslaenderanteil,Anteil Ausländer,7,Bruderholz,2,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,, 25%
2021,2,2020,2020,0.2248464463,Auslaenderanteil,Anteil Ausländer,8,Bachletten,1,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"22,5%"
2021,2,2020,2020,0.2829111144,Auslaenderanteil,Anteil Ausländer,9,Gotthelf,6,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"28,3%"
2021,2,2020,2020,0.3832736242,Auslaenderanteil,Anteil Ausländer,10,Iselin,13,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"38,3%"
2021,2,2020,2020,0.431681161,Auslaenderanteil,Anteil Ausländer,11,St. Johann,17,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"43,2%"
2021,2,2020,2020,0.3881524441,Auslaenderanteil,Anteil Ausländer,12,Altstadt Kleinbasel,14,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"38,8%"
2021,2,2020,2020,0.4670113245,Auslaenderanteil,Anteil Ausländer,13,Clara,18,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"46,7%"
2021,2,2020,2020,0.3341416941,Auslaenderanteil,Anteil Ausländer,14,Wettstein,8,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"33,4%"
2021,2,2020,2020,0.2586818622,Auslaenderanteil,Anteil Ausländer,15,Hirzbrunnen,4,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"25,9%"
2021,2,2020,2020,0.5582003662,Auslaenderanteil,Anteil Ausländer,16,Rosental,22,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"55,8%"
2021,2,2020,2020,0.5068501962,Auslaenderanteil,Anteil Ausländer,17,Matthäus,20,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"50,7%"
2021,2,2020,2020,0.5185654008,Auslaenderanteil,Anteil Ausländer,18,Klybeck,21,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"51,9%"
2021,2,2020,2020,0.4873620506,Auslaenderanteil,Anteil Ausländer,19,Kleinhüningen,19,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"48,7%"
2021,2,2020,2020,0.2765771163,Auslaenderanteil,Anteil Ausländer,20,Riehen,5,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"27,7%"
2021,2,2020,2020,0.2523206751,Auslaenderanteil,Anteil Ausländer,30,Bettingen,3,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"25,2%"
2021,2,2020,2020,0.37,Auslaenderanteil,Anteil Ausländer,99,Kanton Basel-Stadt,11,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,, 37%
2021,4,2020,2020,0.3080903104,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,1,Altstadt Grossbasel,20,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"30,8%"
2021,4,2020,2020,0.3287843796,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,2,Vorstädte,21,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"32,9%"
2021,4,2020,2020,0.2720262194,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,3,Am Ring,13,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"27,2%"
2021,4,2020,2020,0.2807535179,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,4,Breite,16,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"28,1%"
2021,4,2020,2020,0.2366398728,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,5,St. Alban,8,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"23,7%"
2021,4,2020,2020,0.2889848104,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,6,Gundeldingen,17,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"28,9%"
2021,4,2020,2020,0.1479245283,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,7,Bruderholz,2,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"14,8%"
2021,4,2020,2020,0.2114357757,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,8,Bachletten,6,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"21,1%"
2021,4,2020,2020,0.3006741573,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,9,Gotthelf,19,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"30,1%"
2021,4,2020,2020,0.2776773883,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,10,Iselin,15,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"27,8%"
2021,4,2020,2020,0.2387184116,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,11,St. Johann,9,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"23,9%"
2021,4,2020,2020,0.3602649007,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,12,Altstadt Kleinbasel,22,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,, 36%
2021,4,2020,2020,0.2900286384,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,13,Clara,18,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,, 29%
2021,4,2020,2020,0.2721211029,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,14,Wettstein,14,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"27,2%"
2021,4,2020,2020,0.1874177992,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,15,Hirzbrunnen,4,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"18,7%"
2021,4,2020,2020,0.2140939597,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,16,Rosental,7,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"21,4%"
2021,4,2020,2020,0.2645417255,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,17,Matthäus,12,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"26,5%"
2021,4,2020,2020,0.2393310265,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,18,Klybeck,10,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"23,9%"
2021,4,2020,2020,0.192548875,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,19,Kleinhüningen,5,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"19,3%"
2021,4,2020,2020,0.1635821174,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,20,Riehen,3,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"16,4%"
2021,4,2020,2020,0.1245454545,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,30,Bettingen,1,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"12,5%"
2021,4,2020,2020,0.242,Anteileinpersonenhh,Anteil Personen in Einpersonenhaushalten,99,Kanton Basel-Stadt,11,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"24,2%"
2021,5,2020,2020,0.4375,Gymnasialquote,Gymnasialquote,1,Altstadt Grossbasel,14,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"43,8%"
2021,5,2020,2020,0.529411765,Gymnasialquote,Gymnasialquote,2,Vorstädte,19,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"52,9%"
2021,5,2020,2020,0.550458716,Gymnasialquote,Gymnasialquote,3,Am Ring,20,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,, 55%
2021,5,2020,2020,0.268041237,Gymnasialquote,Gymnasialquote,4,Breite,6,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"26,8%"
2021,5,2020,2020,0.525179856,Gymnasialquote,Gymnasialquote,5,St. Alban,18,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"52,5%"
2021,5,2020,2020,0.291666667,Gymnasialquote,Gymnasialquote,6,Gundeldingen,8,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"29,2%"
2021,5,2020,2020,0.690322581,Gymnasialquote,Gymnasialquote,7,Bruderholz,22,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,, 69%
2021,5,2020,2020,0.564356436,Gymnasialquote,Gymnasialquote,8,Bachletten,21,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"56,4%"
2021,5,2020,2020,0.480769231,Gymnasialquote,Gymnasialquote,9,Gotthelf,15,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"48,1%"
2021,5,2020,2020,0.297520661,Gymnasialquote,Gymnasialquote,10,Iselin,9,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"29,8%"
2021,5,2020,2020,0.303703704,Gymnasialquote,Gymnasialquote,11,St. Johann,10,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"30,4%"
2021,5,2020,2020,0.269230769,Gymnasialquote,Gymnasialquote,12,Altstadt Kleinbasel,7,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"26,9%"
2021,5,2020,2020,0.255319149,Gymnasialquote,Gymnasialquote,13,Clara,4,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"25,5%"
2021,5,2020,2020,0.489361702,Gymnasialquote,Gymnasialquote,14,Wettstein,16,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"48,9%"
2021,5,2020,2020,0.339181287,Gymnasialquote,Gymnasialquote,15,Hirzbrunnen,11,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"33,9%"
2021,5,2020,2020,0.231578947,Gymnasialquote,Gymnasialquote,16,Rosental,3,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"23,2%"
2021,5,2020,2020,0.259067358,Gymnasialquote,Gymnasialquote,17,Matthäus,5,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"25,9%"
2021,5,2020,2020,0.2,Gymnasialquote,Gymnasialquote,18,Klybeck,1,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,, 20%
2021,5,2020,2020,0.216666667,Gymnasialquote,Gymnasialquote,19,Kleinhüningen,2,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"21,7%"
2021,5,2020,2020,0.524137931,Gymnasialquote,Gymnasialquote,20,Riehen,17,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"52,4%"
2021,5,2020,2020,0.375,Gymnasialquote,Gymnasialquote,30,Bettingen,12,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"37,5%"
2021,5,2020,2020,0.3993,Gymnasialquote,Gymnasialquote,99,Kanton Basel-Stadt,13,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"39,9%"
2021,6,2020,2020,0.2815376286,Altersquotient,Altersquotient,1,Altstadt Grossbasel,8,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,282"
2021,6,2020,2020,0.3554817276,Altersquotient,Altersquotient,2,Vorstädte,16,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,355"
2021,6,2020,2020,0.3184722033,Altersquotient,Altersquotient,3,Am Ring,12,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,318"
2021,6,2020,2020,0.3274503084,Altersquotient,Altersquotient,4,Breite,13,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,327"
2021,6,2020,2020,0.4253313697,Altersquotient,Altersquotient,5,St. Alban,20,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,425"
2021,6,2020,2020,0.2248792999,Altersquotient,Altersquotient,6,Gundeldingen,4,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,225"
2021,6,2020,2020,0.4123632175,Altersquotient,Altersquotient,7,Bruderholz,18,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,412"
2021,6,2020,2020,0.3602816218,Altersquotient,Altersquotient,8,Bachletten,17,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,36"
2021,6,2020,2020,0.3420438637,Altersquotient,Altersquotient,9,Gotthelf,15,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,342"
2021,6,2020,2020,0.2408271007,Altersquotient,Altersquotient,10,Iselin,6,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,241"
2021,6,2020,2020,0.2296003166,Altersquotient,Altersquotient,11,St. Johann,5,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,23"
2021,6,2020,2020,0.2720848057,Altersquotient,Altersquotient,12,Altstadt Kleinbasel,7,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,272"
2021,6,2020,2020,0.3288237505,Altersquotient,Altersquotient,13,Clara,14,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,329"
2021,6,2020,2020,0.2832384894,Altersquotient,Altersquotient,14,Wettstein,9,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,283"
2021,6,2020,2020,0.4223291627,Altersquotient,Altersquotient,15,Hirzbrunnen,19,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,422"
2021,6,2020,2020,0.1218357312,Altersquotient,Altersquotient,16,Rosental,1,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,122"
2021,6,2020,2020,0.1910547156,Altersquotient,Altersquotient,17,Matthäus,2,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,191"
2021,6,2020,2020,0.2206189879,Altersquotient,Altersquotient,18,Klybeck,3,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,221"
2021,6,2020,2020,0.3002898551,Altersquotient,Altersquotient,19,Kleinhüningen,10,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,," 0,3"
2021,6,2020,2020,0.4675258172,Altersquotient,Altersquotient,20,Riehen,22,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,468"
2021,6,2020,2020,0.4409090909,Altersquotient,Altersquotient,30,Bettingen,21,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,441"
2021,6,2020,2020,0.301,Altersquotient,Altersquotient,99,Kanton Basel-Stadt,11,Gesellschaft und Soziales,Der Altersquotient ist für mich,Ein hoher Altersquotient ist für mich,,"0,301"
2021,7,2020,2020,0.3018867925,Anteilsesshafte,Anteil Sesshafte,1,Altstadt Grossbasel,5,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"30,2%"
2021,7,2020,2020,0.2800554565,Anteilsesshafte,Anteil Sesshafte,2,Vorstädte,2,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,, 28%
2021,7,2020,2020,0.2936858861,Anteilsesshafte,Anteil Sesshafte,3,Am Ring,4,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"29,4%"
2021,7,2020,2020,0.3335543034,Anteilsesshafte,Anteil Sesshafte,4,Breite,11,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"33,4%"
2021,7,2020,2020,0.3244971019,Anteilsesshafte,Anteil Sesshafte,5,St. Alban,9,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"32,4%"
2021,7,2020,2020,0.316644615,Anteilsesshafte,Anteil Sesshafte,6,Gundeldingen,7,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"31,7%"
2021,7,2020,2020,0.4299777707,Anteilsesshafte,Anteil Sesshafte,7,Bruderholz,22,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,, 43%
2021,7,2020,2020,0.4145949108,Anteilsesshafte,Anteil Sesshafte,8,Bachletten,19,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"41,5%"
2021,7,2020,2020,0.3738468297,Anteilsesshafte,Anteil Sesshafte,9,Gotthelf,16,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"37,4%"
2021,7,2020,2020,0.3367592647,Anteilsesshafte,Anteil Sesshafte,10,Iselin,12,Gesellschaft und Soziales,Der Anteil Sesshafte ist für mich,Ein hoher Anteil Sesshafte ist für mich,,"33,7%"
