Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2018,3,2017,2017,0.485559762,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,7,Bruderholz,13,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"48,6%"
2018,3,2017,2017,0.4814431465,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,8,Bachletten,12,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"48,1%"
2018,3,2017,2017,0.5010147869,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,9,Gotthelf,17,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"50,1%"
2018,3,2017,2017,0.4521930085,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,10,Iselin,5,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"45,2%"
2018,3,2017,2017,0.4697537473,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,11,St. Johann,8,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"47,0%"
2018,3,2017,2017,0.5706168831,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,12,Altstadt Kleinbasel,22,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"57,1%"
2018,3,2017,2017,0.4708619001,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,13,Clara,9,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"47,1%"
2018,3,2017,2017,0.5497287523,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,14,Wettstein,20,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"55,0%"
2018,3,2017,2017,0.4971017604,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,15,Hirzbrunnen,16,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"49,7%"
2018,3,2017,2017,0.4160230198,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,16,Rosental,3,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"41,6%"
2018,3,2017,2017,0.4649990549,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,17,Matthäus,7,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"46,5%"
2018,3,2017,2017,0.4121295658,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,18,Klybeck,2,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"41,2%"
2018,3,2017,2017,0.3948663854,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,19,Kleinhüningen,1,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"39,5%"
2018,3,2017,2017,0.4805961755,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,20,Riehen,11,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"48,1%"
2018,3,2017,2017,0.4391267842,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,30,Bettingen,4,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"43,9%"
2018,3,2017,2017,0.4772297827,Anteilkonfessionslose,Anteil Personen ohne Religionszugehörigkeit,99,Kanton Basel-Stadt,10,Gesellschaft und Soziales,Der Anteil Personen ohne Religionszugehörigkeit ist für mich,Ein hoher Anteil Personen ohne Religionszugehörigkeit ist für mich,,"47,7%"
2018,4,2017,2017,0.2922636103,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,1,Altstadt Grossbasel,20,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"29,2%"
2018,4,2017,2017,0.3167572085,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,2,Vorstädte,21,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"31,7%"
2018,4,2017,2017,0.2780228594,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,3,Am Ring,17,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"27,8%"
2018,4,2017,2017,0.2849794239,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,4,Breite,18,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"28,5%"
2018,4,2017,2017,0.2392694911,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,5,St. Alban,11,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"23,9%"
2018,4,2017,2017,0.273321097,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,6,Gundeldingen,16,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"27,3%"
2018,4,2017,2017,0.1545054945,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,7,Bruderholz,2,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"15,5%"
2018,4,2017,2017,0.2107660146,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,8,Bachletten,6,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"21,1%"
2018,4,2017,2017,0.2869757174,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,9,Gotthelf,19,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"28,7%"
2018,4,2017,2017,0.2655998089,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,10,Iselin,14,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"26,6%"
2018,4,2017,2017,0.2289479562,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,11,St. Johann,9,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"22,9%"
2018,4,2017,2017,0.3210091344,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,12,Altstadt Kleinbasel,22,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"32,1%"
2018,4,2017,2017,0.2677286742,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,13,Clara,15,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"26,8%"
2018,4,2017,2017,0.2642381657,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,14,Wettstein,13,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"26,4%"
2018,4,2017,2017,0.1886155855,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,15,Hirzbrunnen,4,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"18,9%"
2018,4,2017,2017,0.2144399877,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,16,Rosental,7,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"21,4%"
2018,4,2017,2017,0.2433320448,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,17,Matthäus,12,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"24,3%"
2018,4,2017,2017,0.2177126918,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,18,Klybeck,8,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"21,8%"
2018,4,2017,2017,0.1952813067,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,19,Kleinhüningen,5,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"19,5%"
2018,4,2017,2017,0.1628540045,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,20,Riehen,3,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"16,3%"
2018,4,2017,2017,0.1311627907,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,30,Bettingen,1,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"13,1%"
2018,4,2017,2017,0.2351604188,Anteileinpersonenhaushalte,Anteil Personen in Einpersonenhaushalten,99,Kanton Basel-Stadt,10,Gesellschaft und Soziales,Der Anteil Personen in Einpersonenhaushalten ist für mich,Ein hoher Anteil Personen in Einpersonenhaushalten ist für mich,,"23,5%"
2018,5,2017,2017,0.6666666667,Gymnasialquote,Gymnasialquote,1,Altstadt Grossbasel,20,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"66,7%"
2018,5,2017,2017,0.4230769231,Gymnasialquote,Gymnasialquote,2,Vorstädte,10,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"42,3%"
2018,5,2017,2017,0.5888888889,Gymnasialquote,Gymnasialquote,3,Am Ring,18,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"58,9%"
2018,5,2017,2017,0.329787234,Gymnasialquote,Gymnasialquote,4,Breite,6,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"33,0%"
2018,5,2017,2017,0.5507246377,Gymnasialquote,Gymnasialquote,5,St. Alban,14,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"55,1%"
2018,5,2017,2017,0.2606635071,Gymnasialquote,Gymnasialquote,6,Gundeldingen,2,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"26,1%"
2018,5,2017,2017,0.6835443038,Gymnasialquote,Gymnasialquote,7,Bruderholz,21,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"68,4%"
2018,5,2017,2017,0.693877551,Gymnasialquote,Gymnasialquote,8,Bachletten,22,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"69,4%"
2018,5,2017,2017,0.578313253,Gymnasialquote,Gymnasialquote,9,Gotthelf,17,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"57,8%"
2018,5,2017,2017,0.3436293436,Gymnasialquote,Gymnasialquote,10,Iselin,7,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"34,4%"
2018,5,2017,2017,0.3625498008,Gymnasialquote,Gymnasialquote,11,St. Johann,8,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"36,3%"
2018,5,2017,2017,0.44,Gymnasialquote,Gymnasialquote,12,Altstadt Kleinbasel,12,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"44,0%"
2018,5,2017,2017,0.3191489362,Gymnasialquote,Gymnasialquote,13,Clara,5,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"31,9%"
2018,5,2017,2017,0.5555555556,Gymnasialquote,Gymnasialquote,14,Wettstein,16,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"55,6%"
2018,5,2017,2017,0.4277108434,Gymnasialquote,Gymnasialquote,15,Hirzbrunnen,11,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"42,8%"
2018,5,2017,2017,0.3023255814,Gymnasialquote,Gymnasialquote,16,Rosental,4,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"30,2%"
2018,5,2017,2017,0.2983425414,Gymnasialquote,Gymnasialquote,17,Matthäus,3,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"29,8%"
2018,5,2017,2017,0.2083333333,Gymnasialquote,Gymnasialquote,18,Klybeck,1,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"20,8%"
2018,5,2017,2017,0.3673469388,Gymnasialquote,Gymnasialquote,19,Kleinhüningen,9,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"36,7%"
2018,5,2017,2017,0.5512820513,Gymnasialquote,Gymnasialquote,20,Riehen,15,Gesellschaft und Soziales,Die Gymnasialquote ist für mich,Eine hohe Gymnasialquote ist für mich,,"55,1%"
